promised_line_id,submission_id,submission_date,insured_name,broker_name,broker_contact,coverage_type,effective_date,expiry_date,total_insured_value,limit_requested,deductible,lead_follow,our_line_pct,our_premium,technical_premium,rate_per_million,deviation_from_technical_pct,decision,decision_date,decision_reason,underwriter_name,authority_level,referral_required,decline_reason,ntu_reason,bound_premium,bound_date,renewal_of,fac_reinsurance_purchased,fac_premium,number_of_locations,primary_state,occupancy_class
PL-01343,SUB-2024-1343,2024-04-06,Albion Commercial Group,Marsh McLennan,James Whitfield,Commercial Property,2024-06-01,2025-06-01,100000000,25000000,74972,Lead,15,400000,430000,4.0,-7.0,Bound,2024-04-23,,James Whitlock,UW,True,,,400000,2024-04-23,,False,0,4,OR,Energy - Storage
PL-01344,SUB-2022-1344,2022-04-30,Sheffield Steel Processing,Willis Towers Watson,David Armstrong,Commercial Property,2022-07-09,2023-07-09,120000000,25000000,141159,Lead,20,0,432000,3.7,3.0,NTU,2022-05-16,Premium too high,Priya Nair,UW,True,,Premium too high,0,,,False,0,33,CA,Education - University
PL-01345,SUB-2022-1345,2022-04-21,Zenith Food Processing Corp,Miller Insurance,Charlotte Webb,Commercial Property,2022-05-22,2023-05-22,100000000,25000000,155934,Lead,100,1030000,1010000,10.3,2.0,Bound,2022-04-27,,Simon Button,SVP,False,,,1030000,2022-04-27,,False,0,46,AL,Technology - Data Centre
PL-01346,SUB-2022-1346,2022-07-29,Zephyr Logistics Holdings,BMS Group,Andrew Patel,Commercial Property,2022-09-07,2023-09-07,50000000,25000000,38415,Lead,20,525000,490000,10.5,7.0,Bound,2022-08-05,,James Whitlock,UW,False,,,525000,2022-08-05,,False,0,1,IN,Healthcare - Hospital
PL-01347,SUB-2026-1347,2026-05-10,Hampshire Tech Parks Ltd,Howden Group,Michael Cross,Commercial Property,2026-08-01,2027-08-01,10000000,10000000,25000,Follow,20,78000,98000,7.8,-20.0,Bound,2026-05-30,,Claire Hemsworth,Senior UW,True,,,78000,2026-05-30,PL-01301,False,0,10,PA,Office - Class A
PL-01348,SUB-2023-1348,2023-04-05,Lancaster Manufacturing PLC,Miller Insurance,Charlotte Webb,Commercial Property,2023-05-01,2024-04-30,85000000,25000000,49520,Lead,100,0,408000,4.6,-4.0,Declined,2023-04-13,Rate inadequacy - broker target below minimum technical rate,Priya Nair,UW,True,Rate inadequacy - broker target below minimum technical rate,,0,,PL-01016,False,0,1,MO,Manufacturing - Light
PL-01349,SUB-2022-1349,2022-10-11,Meridian Healthcare Properties,Gallagher,Rachel Foster,Commercial Property,2022-12-28,2023-12-28,20000000,20000000,25000,Lead,100,174000,178000,8.7,-2.0,Bound,2022-11-01,,Simon Button,SVP,False,,,174000,2022-11-01,,False,0,3,CO,Manufacturing - Heavy
PL-01350,SUB-2022-1350,2022-03-21,Platinum Automotive Corp,Gallagher,Rachel Foster,Commercial Property,2022-05-15,2023-05-15,200000000,25000000,258115,Follow,50,579999,620000,2.9,-6.0,Bound,2022-04-03,,Priya Nair,UW,True,,,579999,2022-04-03,,True,64339,36,CO,Automotive - Manufacturing
PL-01351,SUB-2024-1351,2024-05-28,Trafalgar Real Estate,Aon plc,Sarah Chen,Commercial Property,2024-07-20,2025-07-20,250000000,25000000,340678,Follow,25,1275000,1300000,5.1,-2.0,Referred,2024-06-16,,Priya Nair,UW,True,,,0,,,False,0,46,MO,Pharmaceutical - Manufacturing
PL-01352,SUB-2023-1352,2023-02-12,Oxford Science Properties,BMS Group,Andrew Patel,Commercial Property,2023-03-04,2024-03-03,250000000,25000000,299332,Lead,50,0,1175000,4.2,-11.0,Declined,2023-02-18,Outside appetite - territory concentration in Tier 1 wind zones,Priya Nair,UW,True,Outside appetite - territory concentration in Tier 1 wind zones,,0,,,False,0,40,OH,Automotive - Dealership
PL-01353,SUB-2024-1353,2024-01-07,Devonshire Properties Ltd,McGill and Partners,Thomas Keane,Commercial Property,2024-02-28,2025-02-27,150000000,25000000,144248,Follow,15,675000,675000,4.5,-1.0,Bound,2024-01-12,,Simon Button,SVP,False,,,675000,2024-01-12,,False,113793,41,IN,Technology - Office Campus
PL-01354,SUB-2026-1354,2026-02-26,Stonebridge Real Estate,McGill and Partners,Thomas Keane,Commercial Property,2026-05-17,2027-05-17,25000000,25000000,30556,Follow,15,0,260000,11.2,8.0,NTU,2026-03-02,Insured did not proceed,James Whitlock,UW,False,,Insured did not proceed,0,,,False,0,6,OH,Retail - Shopping Centre
PL-01355,SUB-2023-1355,2023-03-03,Kingsway Distribution Ltd,McGill and Partners,Thomas Keane,Commercial Property,2023-05-04,2024-05-03,120000000,25000000,234530,Lead,100,0,660000,5.3,-4.0,Declined,2023-03-17,Outside appetite - excluded occupancy class,Simon Button,SVP,False,Outside appetite - excluded occupancy class,,0,,,False,0,44,MI,Warehouse - Cold Storage
PL-01356,SUB-2024-1356,2024-04-17,Excalibur Property Trust,BMS Group,Andrew Patel,Commercial Property,2024-06-16,2025-06-16,20000000,20000000,25000,Lead,20,0,72000,3.7,3.0,Declined,2024-05-12,Outside appetite - territory concentration in Tier 1 wind zones,Claire Hemsworth,Senior UW,False,Outside appetite - territory concentration in Tier 1 wind zones,,0,,,False,0,10,WA,Agricultural - Storage
PL-01357,SUB-2023-1357,2023-03-08,Windmill Manufacturing Co,Miller Insurance,Charlotte Webb,Commercial Property,2023-04-08,2024-04-07,20000000,20000000,25179,Follow,15,98000,122000,4.9,-19.0,Bound,2023-03-25,,Robert Tanner,Senior UW,True,,,98000,2023-03-25,PL-01174,False,0,2,VA,Energy - Storage
PL-01358,SUB-2022-1358,2022-05-13,Mayfair Hospitality Ltd,BMS Group,Andrew Patel,Commercial Property,2022-06-28,2023-06-28,150000000,25000000,178357,Follow,100,0,1545000,11.1,8.0,Expired,2022-05-17,,Robert Tanner,Senior UW,False,,,0,,PL-01477,False,0,7,IL,Technology - Data Centre
PL-01359,SUB-2021-1359,2021-02-03,Falcon Energy Partners,Ed Broking,Laura Simpson,Commercial Property,2021-04-03,2022-04-03,15000000,15000000,27573,Lead,50,150000,147000,10.0,2.0,Bound,2021-02-26,,Simon Button,SVP,False,,,150000,2021-02-26,PL-01141,False,0,9,TX,Education - University
PL-01360,SUB-2026-1360,2026-09-04,Warwick Automotive Parts,Gallagher,Rachel Foster,Commercial Property,2026-10-07,2027-10-07,20000000,20000000,26480,Lead,50,0,102000,4.1,-20.0,NTU,2026-09-13,Premium too high,Priya Nair,UW,True,,Premium too high,0,,,False,0,3,NC,Manufacturing - Heavy
PL-01361,SUB-2021-1361,2021-02-08,Keystone Office Holdings,Ed Broking,Laura Simpson,Commercial Property,2021-04-29,2022-04-29,85000000,25000000,48933,Lead,100,527000,646000,6.2,-18.0,Bound,2021-03-04,,Claire Hemsworth,Senior UW,True,,,527000,2021-03-04,PL-01200,False,0,22,VA,Manufacturing - Light
PL-01362,SUB-2023-1362,2022-12-25,Westfield Shopping Centres,Ed Broking,Laura Simpson,Commercial Property,2023-03-23,2024-03-22,65000000,25000000,87859,Lead,20,0,383500,5.3,-10.0,NTU,2022-12-30,Coverage terms not acceptable,James Whitlock,UW,True,,Coverage terms not acceptable,0,,PL-01158,False,0,40,AL,Pharmaceutical - Manufacturing
PL-01363,SUB-2024-1363,2024-07-16,Kingsway Distribution Ltd,Miller Insurance,Charlotte Webb,Commercial Property,2024-09-15,2025-09-15,30000000,25000000,36937,Lead,20,189000,186000,6.3,1.0,Bound,2024-08-02,,Claire Hemsworth,Senior UW,False,,,189000,2024-08-02,PL-01245,False,0,6,MO,Office - Class A
PL-01364,SUB-2022-1364,2022-01-13,Kingsway Distribution Ltd,Willis Towers Watson,David Armstrong,Commercial Property,2022-03-15,2023-03-15,85000000,25000000,125305,Lead,15,0,620500,6.7,-8.0,Expired,2022-02-02,,Robert Tanner,Senior UW,False,,,0,,,False,0,9,MO,Technology - Office Campus
PL-01365,SUB-2025-1365,2025-08-18,Canterbury Hotels PLC,Lockton Companies,Emily Hartwell,Commercial Property,2025-11-01,2026-11-01,65000000,25000000,109264,Follow,50,175500,201500,2.7,-14.0,Bound,2025-09-08,,James Whitlock,UW,True,,,175500,2025-09-08,PL-01342,False,0,25,OH,Energy - Renewable
PL-01366,SUB-2022-1366,2022-10-25,Jasper Distribution LLC,Ed Broking,Laura Simpson,Commercial Property,2022-12-23,2023-12-23,65000000,25000000,39286,Lead,15,533000,507000,8.2,5.0,Bound,2022-11-09,,Priya Nair,UW,True,,,533000,2022-11-09,,False,0,21,MO,Agricultural - Processing
PL-01367,SUB-2021-1367,2020-11-24,Excalibur Property Trust,Gallagher,Rachel Foster,Commercial Property,2021-01-01,2022-01-01,15000000,15000000,25000,Lead,20,0,154500,11.0,7.0,NTU,2020-12-18,Insured did not proceed,Priya Nair,UW,False,,Insured did not proceed,0,,,False,0,4,TX,Real Estate - Residential Portfolio
PL-01368,SUB-2025-1368,2025-09-13,Hampshire Tech Parks Ltd,Lockton Companies,Emily Hartwell,Commercial Property,2025-11-16,2026-11-16,85000000,25000000,120465,Follow,20,0,459000,5.8,8.0,NTU,2025-09-18,Broker placed elsewhere,Claire Hemsworth,Senior UW,False,,Broker placed elsewhere,0,,,False,0,44,VA,Technology - Data Centre
PL-01369,SUB-2024-1369,2024-02-07,Liberty Food Services Inc,Marsh McLennan,James Whitfield,Commercial Property,2024-03-01,2025-03-01,120000000,25000000,186399,Lead,25,0,1236000,9.4,-9.0,Declined,2024-02-17,Capacity constraints - aggregate exposure limit reached for this territory,Robert Tanner,Senior UW,False,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,36,FL,Retail - Standalone
PL-01370,SUB-2025-1370,2024-11-03,Brunswick Industrial Corp,McGill and Partners,Thomas Keane,Commercial Property,2025-01-15,2026-01-15,20000000,20000000,39923,Lead,50,0,76000,3.7,-3.0,Declined,2024-11-10,Poor loss history - 5-year loss ratio exceeds 60%,Priya Nair,UW,False,Poor loss history - 5-year loss ratio exceeds 60%,,0,,PL-01331,False,0,8,LA,Hospitality - Hotel
PL-01371,SUB-2026-1371,2025-11-29,Central Valley Foods Inc,Willis Towers Watson,David Armstrong,Commercial Property,2026-02-11,2027-02-11,15000000,15000000,25000,Lead,15,0,129000,7.9,-8.0,NTU,2025-12-21,Insured did not proceed,Priya Nair,UW,False,,Insured did not proceed,0,,,False,0,3,IL,Healthcare - Clinic
PL-01372,SUB-2026-1372,2026-06-25,Zephyr Logistics Holdings,Gallagher,Rachel Foster,Commercial Property,2026-08-18,2027-08-18,10000000,10000000,25000,Follow,25,73000,72000,7.3,2.0,Bound,2026-07-11,,Claire Hemsworth,Senior UW,False,,,73000,2026-07-11,PL-01019,False,0,10,MO,Healthcare - Clinic
PL-01373,SUB-2024-1373,2023-12-02,Mayfair Hospitality Ltd,Gallagher,Rachel Foster,Commercial Property,2024-02-19,2025-02-18,15000000,15000000,25000,Follow,100,0,141000,9.0,-4.0,Declined,2023-12-21,Outside appetite - excluded occupancy class,Simon Button,SVP,False,Outside appetite - excluded occupancy class,,0,,PL-01322,False,0,3,AL,Food Processing
PL-01374,SUB-2026-1374,2025-11-10,Jasper Distribution LLC,BMS Group,Andrew Patel,Commercial Property,2026-02-03,2027-02-03,250000000,25000000,340236,Lead,20,1525000,1900000,6.1,-20.0,Bound,2025-11-28,,James Whitlock,UW,True,,,1525000,2025-11-28,,True,197429,22,TX,Agricultural - Storage
PL-01375,SUB-2022-1375,2022-10-29,Vanguard Logistics Corp,Marsh McLennan,James Whitfield,Commercial Property,2022-11-24,2023-11-24,150000000,25000000,297832,Follow,100,0,750000,4.9,-1.0,Expired,2022-11-22,,James Whitlock,UW,True,,,0,,PL-01042,False,0,37,CT,Warehouse - Cold Storage
PL-01376,SUB-2022-1376,2022-02-19,Quantum Data Systems LLC,BMS Group,Andrew Patel,Commercial Property,2022-04-02,2023-04-02,85000000,25000000,136718,Follow,25,382500,433500,4.5,-12.0,Bound,2022-03-12,,Simon Button,SVP,False,,,382500,2022-03-12,,False,0,18,IL,Warehouse - Distribution
PL-01377,SUB-2022-1377,2022-07-10,Harbor Point Industries,Lockton Companies,Emily Hartwell,Commercial Property,2022-08-18,2023-08-18,200000000,25000000,325828,Lead,20,960000,1159999,4.8,-17.0,Bound,2022-07-28,,Priya Nair,UW,True,,,960000,2022-07-28,PL-01225,True,112059,3,WI,Automotive - Dealership
PL-01378,SUB-2026-1378,2026-11-03,Trident Marine Processing,Marsh McLennan,James Whitfield,Commercial Property,2026-12-22,2027-12-22,20000000,20000000,30505,Lead,20,0,126000,5.6,-11.0,Expired,2026-11-18,,Robert Tanner,Senior UW,False,,,0,,PL-01271,False,0,8,TX,Manufacturing - Heavy
PL-01379,SUB-2026-1379,2026-10-13,Fitzwilliam Office Trust,Marsh McLennan,James Whitfield,Commercial Property,2026-12-17,2027-12-17,40000000,25000000,75082,Lead,25,0,360000,7.3,-19.0,Declined,2026-10-29,Reinsurance not available at viable economics,Robert Tanner,Senior UW,True,Reinsurance not available at viable economics,,0,,PL-01410,False,0,9,LA,Healthcare - Hospital
PL-01380,SUB-2023-1380,2022-12-14,Metro Commercial Partners,Howden Group,Michael Cross,Commercial Property,2023-03-10,2024-03-09,100000000,25000000,96990,Lead,100,0,480000,4.8,0.0,Declined,2022-12-27,Rate inadequacy - broker target below minimum technical rate,James Whitlock,UW,True,Rate inadequacy - broker target below minimum technical rate,,0,,,False,0,48,OR,Education - University
PL-01381,SUB-2023-1381,2023-02-06,Bayside Properties LLC,McGill and Partners,Thomas Keane,Commercial Property,2023-03-02,2024-03-01,65000000,25000000,41464,Follow,50,0,299000,4.0,-12.0,Declined,2023-02-09,Reinsurance not available at viable economics,Simon Button,SVP,False,Reinsurance not available at viable economics,,0,,,False,0,23,LA,Manufacturing - Heavy
PL-01382,SUB-2023-1382,2022-12-24,Pioneer Cold Storage Inc,Aon plc,Sarah Chen,Commercial Property,2023-01-27,2024-01-27,100000000,25000000,88000,Follow,100,0,1100000,10.7,-3.0,NTU,2023-01-18,Insured did not proceed,Simon Button,SVP,False,,Insured did not proceed,0,,,False,0,49,WA,Office - Class A
PL-01383,SUB-2024-1383,2024-08-28,Junction City Warehousing,McGill and Partners,Thomas Keane,Commercial Property,2024-09-24,2025-09-24,15000000,15000000,29001,Lead,50,135000,148500,9.0,-9.0,Bound,2024-09-08,,Robert Tanner,Senior UW,False,,,135000,2024-09-08,,False,0,5,OR,Office - Class B
PL-01384,SUB-2023-1384,2023-05-12,Norfolk Agricultural Holdings,Lockton Companies,Emily Hartwell,Commercial Property,2023-06-14,2024-06-13,65000000,25000000,42570,Lead,100,0,253500,4.0,3.0,Declined,2023-05-29,Poor loss history - 5-year loss ratio exceeds 60%,James Whitlock,UW,True,Poor loss history - 5-year loss ratio exceeds 60%,,0,,,False,0,7,SC,Office - Class B
PL-01385,SUB-2023-1385,2023-11-19,Golden Gate Retail Corp,Miller Insurance,Charlotte Webb,Commercial Property,2023-12-28,2024-12-27,100000000,25000000,185692,Follow,100,0,1139999,11.4,-0.0,Declined,2023-12-14,Incomplete submission - insufficient information to rate,Simon Button,SVP,False,Incomplete submission - insufficient information to rate,,0,,,False,0,1,SC,Office - Class A
PL-01386,SUB-2026-1386,2026-04-24,Norfolk Agricultural Holdings,Miller Insurance,Charlotte Webb,Commercial Property,2026-05-29,2027-05-29,150000000,25000000,285384,Lead,25,0,1140000,6.1,-20.0,Declined,2026-05-15,Single location concentration risk exceeds net retention,Priya Nair,UW,True,Single location concentration risk exceeds net retention,,0,,,False,0,5,OR,Pharmaceutical - R&D
PL-01387,SUB-2023-1387,2023-03-01,Brunswick Industrial Corp,Marsh McLennan,James Whitfield,Commercial Property,2023-04-12,2024-04-11,15000000,15000000,25000,Lead,50,129000,145500,8.6,-11.0,Bound,2023-03-21,,Simon Button,SVP,False,,,129000,2023-03-21,PL-01199,False,0,8,NJ,Energy - Renewable
PL-01388,SUB-2023-1388,2023-06-14,Newport Industrial Corp,Gallagher,Rachel Foster,Commercial Property,2023-09-04,2024-09-03,120000000,25000000,71338,Follow,25,396000,456000,3.3,-14.0,Bound,2023-06-29,,Priya Nair,UW,True,,,396000,2023-06-29,,True,71746,13,TN,Real Estate - Mixed Use
PL-01389,SUB-2026-1389,2026-08-27,Central Valley Foods Inc,Marsh McLennan,James Whitfield,Commercial Property,2026-11-13,2027-11-13,120000000,25000000,216636,Follow,50,660000,768000,5.5,-14.0,Bound,2026-09-20,,Robert Tanner,Senior UW,False,,,660000,2026-09-20,,False,70754,3,AZ,Technology - Data Centre
PL-01390,SUB-2024-1390,2024-05-11,Silverstone Automotive Group,Miller Insurance,Charlotte Webb,Commercial Property,2024-06-12,2025-06-12,25000000,25000000,25000,Follow,100,0,65000,2.6,-1.0,Declined,2024-05-28,Reinsurance not available at viable economics,Simon Button,SVP,False,Reinsurance not available at viable economics,,0,,,False,0,3,TX,Agricultural - Storage
PL-01391,SUB-2025-1391,2025-05-05,Newport Industrial Corp,Aon plc,Sarah Chen,Commercial Property,2025-07-05,2026-07-05,25000000,25000000,25000,Lead,100,0,252500,9.4,-7.0,NTU,2025-05-11,Insured did not proceed,Priya Nair,UW,False,,Insured did not proceed,0,,,False,0,2,MO,Automotive - Dealership
PL-01392,SUB-2025-1392,2025-10-12,Riverside Agricultural Coop,Aon plc,Sarah Chen,Commercial Property,2025-12-02,2026-12-02,50000000,25000000,28052,Lead,15,440000,455000,8.8,-3.0,Bound,2025-11-02,,Simon Button,SVP,False,,,440000,2025-11-02,,False,0,3,OR,Office - Class A
PL-01393,SUB-2024-1393,2023-12-26,United Pharma Holdings,Marsh McLennan,James Whitfield,Commercial Property,2024-03-08,2025-03-08,20000000,20000000,34222,Follow,50,180000,184000,9.0,-2.0,Bound,2024-01-20,,Priya Nair,UW,False,,,180000,2024-01-20,PL-01327,False,0,2,FL,Retail - Shopping Centre
PL-01394,SUB-2026-1394,2026-07-10,Ironclad Manufacturing LLC,BMS Group,Andrew Patel,Commercial Property,2026-08-10,2027-08-10,85000000,25000000,86851,Lead,15,0,246500,2.5,-15.0,Declined,2026-08-02,Poor loss history - 5-year loss ratio exceeds 60%,Priya Nair,UW,True,Poor loss history - 5-year loss ratio exceeds 60%,,0,,PL-01060,False,0,45,OH,Hospitality - Restaurant
PL-01395,SUB-2023-1395,2023-03-09,Trafalgar Real Estate,Aon plc,Sarah Chen,Commercial Property,2023-05-03,2024-05-02,75000000,25000000,59293,Lead,20,510000,517499,6.8,-1.0,Bound,2023-03-13,,James Whitlock,UW,True,,,510000,2023-03-13,,False,0,15,IN,Automotive - Manufacturing
PL-01396,SUB-2026-1396,2026-01-06,United Pharma Holdings,Marsh McLennan,James Whitfield,Commercial Property,2026-01-31,2027-01-31,25000000,25000000,47182,Lead,50,0,122500,4.9,-1.0,NTU,2026-01-12,Broker placed elsewhere,Simon Button,SVP,False,,Broker placed elsewhere,0,,,False,0,7,VA,Technology - Office Campus
PL-01397,SUB-2024-1397,2024-07-09,Norfolk Agricultural Holdings,BMS Group,Andrew Patel,Commercial Property,2024-08-27,2025-08-27,65000000,25000000,64297,Lead,50,481000,520000,7.4,-7.0,Bound,2024-07-15,,Simon Button,SVP,False,,,481000,2024-07-15,,False,0,38,CT,Hospitality - Restaurant
PL-01398,SUB-2026-1398,2025-12-27,Zenith Food Processing Corp,McGill and Partners,Thomas Keane,Commercial Property,2026-02-07,2027-02-07,65000000,25000000,68914,Follow,50,598000,715000,9.2,-16.0,Bound,2026-01-11,,Claire Hemsworth,Senior UW,True,,,598000,2026-01-11,,False,0,4,MI,Food Processing
PL-01399,SUB-2026-1399,2026-01-03,Ironclad Manufacturing LLC,Lockton Companies,Emily Hartwell,Commercial Property,2026-03-22,2027-03-22,85000000,25000000,64328,Lead,50,365500,442000,4.3,-17.0,Bound,2026-01-19,,Robert Tanner,Senior UW,True,,,365500,2026-01-19,,False,0,4,AL,Retail - Standalone
PL-01400,SUB-2023-1400,2023-03-18,United Pharma Holdings,Ed Broking,Laura Simpson,Commercial Property,2023-06-06,2024-06-05,15000000,15000000,25000,Lead,50,0,159000,10.1,-5.0,Declined,2023-04-04,Poor loss history - 5-year loss ratio exceeds 60%,Claire Hemsworth,Senior UW,False,Poor loss history - 5-year loss ratio exceeds 60%,,0,,PL-01222,False,0,7,GA,Energy - Renewable
PL-01401,SUB-2026-1401,2026-08-04,Coastal Hospitality Group,Ed Broking,Laura Simpson,Commercial Property,2026-08-28,2027-08-28,10000000,10000000,25000,Lead,20,0,119000,12.1,2.0,Declined,2026-08-20,Single location concentration risk exceeds net retention,Claire Hemsworth,Senior UW,False,Single location concentration risk exceeds net retention,,0,,,False,0,1,CO,Retail - Shopping Centre
PL-01402,SUB-2022-1402,2021-12-16,Kensington Real Estate Trust,BMS Group,Andrew Patel,Commercial Property,2022-01-07,2023-01-07,25000000,25000000,25000,Follow,15,0,147500,5.1,-13.0,NTU,2022-01-03,Premium too high,Simon Button,SVP,False,,Premium too high,0,,,False,0,3,CO,Pharmaceutical - R&D
PL-01403,SUB-2026-1403,2026-02-25,Delta Warehousing Group,Miller Insurance,Charlotte Webb,Commercial Property,2026-03-17,2027-03-17,50000000,25000000,30302,Lead,15,0,500000,9.1,-9.0,Expired,2026-03-20,,Priya Nair,UW,False,,,0,,PL-01218,False,0,3,AL,Office - Class A
PL-01404,SUB-2021-1404,2021-05-20,Ironclad Manufacturing LLC,Ed Broking,Laura Simpson,Commercial Property,2021-08-13,2022-08-13,150000000,25000000,274795,Lead,20,0,495000,3.5,6.0,Declined,2021-06-13,Incomplete submission - insufficient information to rate,James Whitlock,UW,True,Incomplete submission - insufficient information to rate,,0,,,False,0,44,PA,Automotive - Dealership
PL-01405,SUB-2022-1405,2022-05-20,Falcon Energy Partners,Gallagher,Rachel Foster,Commercial Property,2022-07-21,2023-07-21,120000000,25000000,157134,Follow,15,960000,936000,8.0,3.0,Bound,2022-05-30,,Robert Tanner,Senior UW,False,,,960000,2022-05-30,,True,168304,5,IN,Real Estate - Mixed Use
PL-01406,SUB-2026-1406,2025-11-07,Coastal Hospitality Group,Gallagher,Rachel Foster,Commercial Property,2026-01-28,2027-01-28,50000000,25000000,64501,Lead,20,135000,150000,2.7,-9.0,Bound,2025-11-26,,Robert Tanner,Senior UW,False,,,135000,2025-11-26,,False,0,5,LA,Energy - Storage
PL-01407,SUB-2021-1407,2021-08-13,Warwick Automotive Parts,Howden Group,Michael Cross,Commercial Property,2021-09-26,2022-09-26,100000000,25000000,62025,Lead,25,0,1020000,11.0,8.0,NTU,2021-08-30,Broker placed elsewhere,Priya Nair,UW,True,,Broker placed elsewhere,0,,,False,0,45,AZ,Technology - Office Campus
PL-01408,SUB-2021-1408,2021-02-05,Jasper Distribution LLC,Aon plc,Sarah Chen,Commercial Property,2021-04-03,2022-04-03,20000000,20000000,39087,Follow,50,68000,78000,3.4,-14.0,Bound,2021-02-21,,Claire Hemsworth,Senior UW,False,,,68000,2021-02-21,,False,0,8,AL,Manufacturing - Heavy
PL-01409,SUB-2024-1409,2024-07-27,Devonshire Properties Ltd,Miller Insurance,Charlotte Webb,Commercial Property,2024-10-07,2025-10-07,10000000,10000000,25000,Lead,20,100000,104000,10.0,-4.0,Bound,2024-08-17,,Simon Button,SVP,False,,,100000,2024-08-17,,False,0,4,CA,Hospitality - Hotel
PL-01410,SUB-2026-1410,2026-04-01,Trafalgar Real Estate,BMS Group,Andrew Patel,Commercial Property,2026-06-07,2027-06-07,20000000,20000000,25000,Lead,20,0,81999,3.6,-12.0,Declined,2026-04-13,Outside appetite - territory concentration in Tier 1 wind zones,Priya Nair,UW,False,Outside appetite - territory concentration in Tier 1 wind zones,,0,,,False,0,5,MI,Warehouse - Cold Storage
PL-01411,SUB-2022-1411,2022-03-30,United Pharma Holdings,BMS Group,Andrew Patel,Commercial Property,2022-04-24,2023-04-24,120000000,25000000,163414,Follow,25,1020000,1200000,8.5,-15.0,Bound,2022-04-12,,Robert Tanner,Senior UW,False,,,1020000,2022-04-12,,False,174127,43,AL,Office - Class B
PL-01412,SUB-2025-1412,2025-04-24,Omega Tech Campus LLC,Gallagher,Rachel Foster,Commercial Property,2025-07-16,2026-07-16,20000000,20000000,38433,Lead,50,116000,108000,5.8,8.0,Bound,2025-05-01,,Claire Hemsworth,Senior UW,False,,,116000,2025-05-01,PL-01378,False,0,9,IN,Education - University
PL-01413,SUB-2022-1413,2022-06-11,Exeter Healthcare Properties,BMS Group,Andrew Patel,Commercial Property,2022-08-26,2023-08-26,65000000,25000000,103834,Lead,50,0,760500,12.1,3.0,NTU,2022-06-24,Broker placed elsewhere,Robert Tanner,Senior UW,False,,Broker placed elsewhere,0,,,False,0,19,VA,Pharmaceutical - Manufacturing
PL-01414,SUB-2023-1414,2022-12-14,Olympia Agricultural Co,Howden Group,Michael Cross,Commercial Property,2023-03-11,2024-03-10,65000000,25000000,51582,Lead,15,0,221000,2.8,-18.0,Declined,2022-12-24,Poor loss history - 5-year loss ratio exceeds 60%,Simon Button,SVP,True,Poor loss history - 5-year loss ratio exceeds 60%,,0,,,False,0,23,GA,Agricultural - Storage
PL-01415,SUB-2025-1415,2024-11-09,Lakewood Healthcare Systems,BMS Group,Andrew Patel,Commercial Property,2025-01-18,2026-01-18,85000000,25000000,133785,Lead,25,518500,629000,6.1,-18.0,Bound,2024-11-16,,Priya Nair,UW,True,,,518500,2024-11-16,,False,0,39,NJ,Food Processing
PL-01416,SUB-2025-1416,2025-10-13,Bayside Properties LLC,Howden Group,Michael Cross,Commercial Property,2025-12-25,2026-12-25,200000000,25000000,186590,Lead,20,680000,660000,3.4,2.0,Bound,2025-10-30,,Robert Tanner,Senior UW,True,,,680000,2025-10-30,PL-01300,True,77767,36,TN,Warehouse - Cold Storage
PL-01417,SUB-2024-1417,2023-11-13,Meridian Healthcare Properties,Miller Insurance,Charlotte Webb,Commercial Property,2024-01-25,2025-01-24,150000000,25000000,200058,Follow,50,450000,495000,3.0,-8.0,Bound,2023-11-21,,James Whitlock,UW,True,,,450000,2023-11-21,PL-01426,True,69924,25,MI,Manufacturing - Light
PL-01418,SUB-2022-1418,2022-08-01,Falcon Energy Partners,Howden Group,Michael Cross,Commercial Property,2022-09-23,2023-09-23,120000000,25000000,232084,Follow,100,576000,552000,4.8,4.0,Bound,2022-08-13,,James Whitlock,UW,True,,,576000,2022-08-13,,True,81628,30,IN,Food Processing
PL-01419,SUB-2026-1419,2026-03-09,Norfolk Agricultural Holdings,Lockton Companies,Emily Hartwell,Commercial Property,2026-05-23,2027-05-23,65000000,25000000,93729,Follow,100,487500,533000,7.5,-9.0,Bound,2026-03-20,,Simon Button,SVP,False,,,487500,2026-03-20,,False,0,5,NC,Automotive - Manufacturing
PL-01420,SUB-2022-1420,2022-10-05,Central Valley Foods Inc,Howden Group,Michael Cross,Commercial Property,2022-10-31,2023-10-31,40000000,25000000,45170,Lead,100,0,432000,9.1,-16.0,Declined,2022-10-16,Incomplete submission - insufficient information to rate,Claire Hemsworth,Senior UW,True,Incomplete submission - insufficient information to rate,,0,,PL-01271,False,0,8,IL,Retail - Standalone
PL-01421,SUB-2024-1421,2024-06-15,Jasper Distribution LLC,BMS Group,Andrew Patel,Commercial Property,2024-08-14,2025-08-14,150000000,25000000,254972,Lead,25,0,1230000,7.0,-15.0,Expired,2024-07-09,,Claire Hemsworth,Senior UW,False,,,0,,PL-01296,False,0,7,OH,Real Estate - Mixed Use
PL-01422,SUB-2022-1422,2022-09-27,Uptown Retail Partners,Willis Towers Watson,David Armstrong,Commercial Property,2022-10-30,2023-10-30,40000000,25000000,29273,Lead,50,275999,256000,6.9,8.0,Bound,2022-10-06,,Simon Button,SVP,False,,,275999,2022-10-06,,False,0,8,VA,Energy - Storage
