claim_id,policy_id,promised_line_id,insured_name,loss_date,report_date,close_date,claim_status,loss_type,loss_description,location_state,paid_amount,reserved_amount,total_incurred,deductible_applied,recovery_amount,net_incurred,cause_of_loss,cat_event_flag,cat_event_name,large_loss_flag
CLM-000255,POL-01346,PL-01346,Zephyr Logistics Holdings,2024-10-31,2024-11-05,2025-04-23,Closed,Equipment Breakdown,Elevator motor failure,IN,252831,0,252831,38415,778,252831,Equipment Breakdown,False,,True
CLM-000256,POL-01485,PL-01485,Brunswick Industrial Corp,2025-08-02,2025-08-09,2025-10-11,Closed,Wind/Hurricane,High winds damaged signage and awnings,IN,1801727,0,1801727,37035,80955,1801727,Wind/Hurricane,True,,True
CLM-000257,POL-01449,PL-01449,Eastwood Retail Holdings,2023-01-11,2023-01-23,,Open,Fire,Electrical fire in utility room,WA,799383,141044,940427,32481,10489,940427,Fire,False,,True
CLM-000258,POL-01316,PL-01316,Norfolk Agricultural Holdings,2023-10-21,2023-10-26,2024-07-27,Closed,Water Damage,HVAC condensation leak,AL,284767,0,284767,117097,14225,284767,Water Damage,False,,True
CLM-000259,POL-01196,PL-01196,Zephyr Logistics Holdings,2023-04-20,2023-04-28,2024-01-11,Closed,Wind/Hurricane,Tropical storm caused debris impact damage,AZ,542038,0,542038,468445,22941,542038,Wind/Hurricane,True,,True
CLM-000260,POL-01412,PL-01412,Omega Tech Campus LLC,2021-10-18,2021-10-30,2022-06-02,Closed,Water Damage,Sprinkler malfunction caused water damage,IN,339681,0,339681,38433,14833,339681,Water Damage,False,,True
CLM-000261,POL-01314,PL-01314,Albion Commercial Group,2023-06-09,2023-06-22,,Open,Water Damage,Roof leak during heavy rain,AZ,329587,36159,365746,149985,9771,365746,Water Damage,False,,True
CLM-000262,POL-01187,PL-01187,Mayfair Hospitality Ltd,2022-07-09,2022-07-15,2022-11-17,Closed,Wind/Hurricane,Hurricane wind damage to roofing and exterior,CT,196712,0,196712,249028,3857,196712,Wind/Hurricane,True,,False
CLM-000263,POL-01303,PL-01303,Lancaster Manufacturing PLC,2022-01-25,2022-02-02,2022-12-31,Closed,Equipment Breakdown,Boiler malfunction,WA,388602,0,388602,142303,8454,388602,Equipment Breakdown,False,,True
CLM-000264,POL-01159,PL-01159,Metro Commercial Partners,2021-08-06,2021-08-08,2022-02-17,Closed,Water Damage,Sprinkler malfunction caused water damage,AL,258026,0,258026,336316,3732,258026,Water Damage,False,,True
CLM-000265,POL-01235,PL-01235,Timber Creek Manufacturing,2023-10-02,2023-10-03,2024-04-06,Closed,Water Damage,Roof leak during heavy rain,MI,197981,0,197981,249736,6240,197981,Water Damage,False,,False
CLM-000266,POL-01669,PL-01669,Brunswick Industrial Corp,2023-12-21,2023-12-26,2024-07-12,Closed,Hail,Hail cracked exterior cladding,CT,382510,0,382510,186397,15436,382510,Hail,False,,True
CLM-000267,POL-01127,PL-01127,Lancaster Manufacturing PLC,2023-05-05,2023-05-09,,Open,Water Damage,Roof leak during heavy rain,WI,364650,48908,413558,25000,12549,413558,Water Damage,False,,True
CLM-000268,POL-01310,PL-01310,Dominion Storage Partners,2022-07-29,2022-08-07,2023-02-18,Closed,Hail,Hail cracked exterior cladding,PA,545030,0,545030,67485,9021,545030,Hail,False,,True
CLM-000269,POL-01204,PL-01204,Newport Industrial Corp,2024-03-18,2024-03-22,2025-02-14,Closed,Collapse,Roof section collapsed under snow load,OR,1161330,0,1161330,25000,28370,1161330,Collapse,False,,True
CLM-000270,POL-01465,PL-01465,Jasper Distribution LLC,2023-02-26,2023-03-11,2023-06-11,Closed,Earthquake,Foundation damage from earthquake,WA,1077688,0,1077688,53355,28517,1077688,Earthquake,True,,True
CLM-000271,POL-01461,PL-01461,United Pharma Holdings,2022-06-29,2022-07-01,2023-03-16,Closed,Hail,Hail damage to vehicles in parking structure,TX,538909,0,538909,114969,5205,538909,Hail,False,,True
CLM-000272,POL-01277,PL-01277,Ridgeway Office Parks,2023-08-29,2023-09-02,2024-01-20,Closed,Theft/Vandalism,Copper wire theft from HVAC units,WI,91394,0,91394,84551,1495,91394,Theft/Vandalism,False,,False
CLM-000273,POL-01614,PL-01614,Coastal Hospitality Group,2022-10-18,2022-10-26,2023-04-26,Closed,Water Damage,Roof leak during heavy rain,MO,76142,0,76142,29066,2458,76142,Water Damage,False,,False
CLM-000274,POL-01582,PL-01582,Timber Creek Manufacturing,2023-12-09,2023-12-22,,Open,Hail,Hail cracked exterior cladding,MO,205546,54558,260104,36506,2551,260104,Hail,False,,True
CLM-000275,POL-01387,PL-01387,Brunswick Industrial Corp,2021-10-23,2021-10-28,,Open,Water Damage,Pipe burst caused interior flooding,NJ,311505,24389,335894,25000,10149,335894,Water Damage,False,,True
CLM-000276,POL-01748,PL-01748,Grosvenor Retail Holdings,2021-10-30,2021-11-07,2022-10-15,Closed,Water Damage,Sprinkler malfunction caused water damage,WI,154021,0,154021,145146,1208,154021,Water Damage,False,,False
CLM-000277,POL-01448,PL-01448,Highland Hospitality Group,2022-07-20,2022-07-24,2023-06-25,Closed,Equipment Breakdown,Boiler malfunction,NY,75252,0,75252,48513,612,75252,Equipment Breakdown,False,,False
CLM-000278,POL-01127,PL-01127,Lancaster Manufacturing PLC,2023-09-05,2023-09-11,,Open,Wind/Hurricane,Hurricane wind damage to roofing and exterior,WI,197981,19394,217375,25000,8234,217375,Wind/Hurricane,True,,False
CLM-000279,POL-01387,PL-01387,Brunswick Industrial Corp,2023-03-22,2023-03-25,2023-10-05,Closed,Hail,Hail cracked exterior cladding,NJ,392178,0,392178,25000,677,392178,Hail,False,,True
CLM-000280,POL-01284,PL-01284,Timber Creek Manufacturing,2025-01-20,2025-02-01,,Open,Wind/Hurricane,High winds damaged signage and awnings,IN,1854540,284695,2139235,66407,46055,2139235,Wind/Hurricane,True,,True
CLM-000281,POL-01071,PL-01071,Mayfair Hospitality Ltd,2025-01-01,2025-01-05,2025-03-19,Closed,Fire,Overheated machinery ignited nearby materials,MA,170208,0,170208,114655,2877,170208,Fire,False,,False
CLM-000282,POL-01419,PL-01419,Norfolk Agricultural Holdings,2021-05-08,2021-05-17,2022-01-06,Closed,Wind/Hurricane,High winds damaged signage and awnings,NC,315851,0,315851,93729,6253,315851,Wind/Hurricane,True,,True
CLM-000283,POL-01154,PL-01154,Norfolk Agricultural Holdings,2021-11-22,2021-11-24,2022-05-04,Closed,Water Damage,Roof leak during heavy rain,AZ,56315,0,56315,77434,159,56315,Water Damage,False,,False
CLM-000284,POL-01667,PL-01667,Riverside Agricultural Coop,2022-04-07,2022-04-15,2022-05-28,Closed,Hail,Severe hailstorm damaged roofing and skylights,NY,69390,0,69390,25000,2631,69390,Hail,False,,False
CLM-000285,POL-01152,PL-01152,Uptown Retail Partners,2023-03-05,2023-03-18,2024-02-22,Closed,Lightning,Lightning caused transformer failure,MN,58548,0,58548,63009,1493,58548,Lightning,False,,False
CLM-000286,POL-01292,PL-01292,Harbor Point Industries,2024-02-01,2024-02-03,2024-03-22,Closed,Water Damage,Roof leak during heavy rain,LA,259374,0,259374,99341,466,259374,Water Damage,False,,True
CLM-000287,POL-01230,PL-01230,Excalibur Property Trust,2024-04-06,2024-04-12,2025-01-21,Closed,Hail,Severe hailstorm damaged roofing and skylights,TN,44005,0,44005,59974,468,44005,Hail,False,,False
CLM-000288,POL-01531,PL-01531,Central Valley Foods Inc,2022-06-29,2022-07-08,2023-02-05,Closed,Fire,Welding sparks caused small fire,NJ,685126,0,685126,163458,28597,685126,Fire,False,,True
CLM-000289,POL-01738,PL-01738,Exeter Healthcare Properties,2022-06-18,2022-06-25,2022-09-17,Closed,Hail,Hail cracked exterior cladding,FL,227312,0,227312,35782,5133,227312,Hail,False,,False
CLM-000290,POL-01449,PL-01449,Eastwood Retail Holdings,2023-04-11,2023-04-15,2023-08-13,Closed,Hail,Severe hailstorm damaged roofing and skylights,WA,404788,0,404788,32481,7841,404788,Hail,False,,True
CLM-000291,POL-01108,PL-01108,Riverside Agricultural Coop,2024-03-13,2024-03-25,2024-09-11,Closed,Equipment Breakdown,Elevator motor failure,NJ,397178,0,397178,154683,16241,397178,Equipment Breakdown,False,,True
CLM-000292,POL-01363,PL-01363,Kingsway Distribution Ltd,2025-12-29,2026-01-12,2026-06-06,Closed,Water Damage,Roof leak during heavy rain,MO,251740,0,251740,36937,299,251740,Water Damage,False,,True
CLM-000293,POL-01008,PL-01008,Atlantic Seafood Processing,2023-10-21,2023-11-02,2024-06-05,Closed,Wind/Hurricane,High winds damaged signage and awnings,MA,565258,0,565258,50000,12941,565258,Wind/Hurricane,True,,True
CLM-000294,POL-01399,PL-01399,Ironclad Manufacturing LLC,2024-02-23,2024-03-04,2024-08-17,Closed,Hail,Hail cracked exterior cladding,AL,132544,0,132544,64328,514,132544,Hail,False,,False
CLM-000295,POL-01108,PL-01108,Riverside Agricultural Coop,2025-10-22,2025-10-23,2026-04-10,Closed,Earthquake,Structural cracking from seismic event,NJ,2587507,0,2587507,154683,57579,2587507,Earthquake,True,,True
CLM-000296,POL-01715,PL-01715,Warwick Automotive Parts,2022-01-26,2022-02-02,,Open,Hail,Hail cracked exterior cladding,MN,129312,8352,137664,99302,492,137664,Hail,False,,False
CLM-000297,POL-01428,PL-01428,Xenon Technology Inc,2021-10-18,2021-10-23,,Open,Theft/Vandalism,Vandalism to exterior and lobby,WA,77468,2790,80258,33273,3542,80258,Theft/Vandalism,False,,False
CLM-000298,POL-01115,PL-01115,Norfolk Agricultural Holdings,2021-03-04,2021-03-12,2021-07-01,Closed,Collapse,Roof section collapsed under snow load,TN,913571,0,913571,25000,3932,913571,Collapse,False,,True
CLM-000299,POL-01235,PL-01235,Timber Creek Manufacturing,2022-07-14,2022-07-19,2022-08-24,Closed,Water Damage,Sprinkler malfunction caused water damage,MI,335254,0,335254,249736,12260,335254,Water Damage,False,,True
CLM-000300,POL-01152,PL-01152,Uptown Retail Partners,2021-03-18,2021-03-26,2021-11-24,Closed,Wind/Hurricane,Tropical storm caused debris impact damage,MN,1050487,0,1050487,63009,9192,1050487,Wind/Hurricane,True,,True
CLM-000301,POL-01008,PL-01008,Atlantic Seafood Processing,2022-07-30,2022-08-11,,Open,Hail,Hail damage to vehicles in parking structure,MA,64658,14926,79584,50000,1549,79584,Hail,False,,False
CLM-000302,POL-01267,PL-01267,Exeter Healthcare Properties,2022-04-26,2022-05-08,2023-01-10,Closed,Fire,Electrical fire in utility room,AZ,336523,0,336523,142412,742,336523,Fire,False,,True
CLM-000303,POL-01559,PL-01559,Newport Industrial Corp,2023-09-28,2023-10-11,2024-02-23,Closed,Flood,Flash flooding entered ground floor,WA,709482,0,709482,25000,12913,709482,Flood,True,,True
CLM-000304,POL-01583,PL-01583,Silverstone Automotive Group,2023-02-04,2023-02-15,2023-09-12,Closed,Water Damage,Roof leak during heavy rain,WA,312249,0,312249,39812,11478,312249,Water Damage,False,,True
CLM-000305,POL-01347,PL-01347,Hampshire Tech Parks Ltd,2022-12-13,2022-12-26,2023-06-10,Closed,Water Damage,Roof leak during heavy rain,PA,228074,0,228074,25000,8571,228074,Water Damage,False,,False
CLM-000306,POL-01486,PL-01486,Sheffield Steel Processing,2021-06-27,2021-07-07,2021-12-03,Closed,Theft/Vandalism,"Forced entry, electronics stolen",AZ,100643,0,100643,49924,4653,100643,Theft/Vandalism,False,,False
CLM-000307,POL-01632,PL-01632,Brunswick Industrial Corp,2021-12-03,2021-12-04,2022-06-26,Closed,Water Damage,Roof leak during heavy rain,LA,288796,0,288796,25000,4933,288796,Water Damage,False,,True
CLM-000308,POL-01623,PL-01623,Highland Hospitality Group,2021-10-13,2021-10-27,2022-02-25,Closed,Flood,Storm surge caused basement flooding,IN,323199,0,323199,63515,13306,323199,Flood,True,,True
CLM-000309,POL-01111,PL-01111,Xenon Technology Inc,2024-03-24,2024-03-25,2024-08-31,Closed,Smoke Damage,Smoke damage from neighbouring property fire,CA,137855,0,137855,46634,1563,137855,Smoke Damage,False,,False
CLM-000310,POL-01702,PL-01702,Pioneer Cold Storage Inc,2025-09-10,2025-09-23,2026-04-19,Closed,Equipment Breakdown,Boiler malfunction,PA,235455,0,235455,62015,7733,235455,Equipment Breakdown,False,,False
CLM-000311,POL-01405,PL-01405,Falcon Energy Partners,2025-03-20,2025-03-22,2025-08-12,Closed,Wind/Hurricane,High winds damaged signage and awnings,IN,946540,0,946540,157134,21470,946540,Wind/Hurricane,True,,True
CLM-000312,POL-01680,PL-01680,Kingsway Distribution Ltd,2023-10-31,2023-11-13,,Open,Earthquake,Structural cracking from seismic event,CO,727327,173160,900487,25000,5249,900487,Earthquake,True,,True
CLM-000313,POL-01073,PL-01073,Quantum Data Systems LLC,2022-09-13,2022-09-27,2023-01-28,Closed,Theft/Vandalism,Copper wire theft from HVAC units,CO,79376,0,79376,37404,383,79376,Theft/Vandalism,False,,False
CLM-000314,POL-01196,PL-01196,Zephyr Logistics Holdings,2025-05-09,2025-05-20,,Open,Fire,Electrical fire in utility room,AZ,100475,5597,106072,468445,1273,106072,Fire,False,,False
CLM-000315,POL-01114,PL-01114,Junction City Warehousing,2024-11-30,2024-12-10,2025-06-01,Closed,Water Damage,HVAC condensation leak,OH,150130,0,150130,76011,2814,150130,Water Damage,False,,False
CLM-000316,POL-01303,PL-01303,Lancaster Manufacturing PLC,2024-06-13,2024-06-23,2024-08-03,Closed,Water Damage,Sprinkler malfunction caused water damage,WA,231391,0,231391,142303,5784,231391,Water Damage,False,,False
CLM-000317,POL-01350,PL-01350,Platinum Automotive Corp,2023-02-25,2023-03-10,2023-12-27,Closed,Fire,Electrical fire in utility room,CO,756618,0,756618,258115,26050,756618,Fire,False,,True
CLM-000318,POL-01614,PL-01614,Coastal Hospitality Group,2021-02-25,2021-03-04,2021-04-15,Closed,Earthquake,Foundation damage from earthquake,MO,2857542,0,2857542,29066,129428,2857542,Earthquake,True,,True
CLM-000319,POL-01472,PL-01472,Albion Commercial Group,2025-08-29,2025-09-10,2026-08-17,Closed,Wind/Hurricane,Hurricane wind damage to roofing and exterior,FL,366189,0,366189,30541,6954,366189,Wind/Hurricane,True,,True
CLM-000320,POL-01338,PL-01338,Silverstone Automotive Group,2025-05-11,2025-05-23,,Open,Wind/Hurricane,Tropical storm caused debris impact damage,IN,2364160,219734,2583894,136514,72546,2583894,Wind/Hurricane,True,,True
CLM-000321,POL-01099,PL-01099,Essex Food Manufacturing,2025-05-19,2025-05-20,2026-03-04,Closed,Fire,Welding sparks caused small fire,VA,195816,0,195816,25000,4915,195816,Fire,False,,False
CLM-000322,POL-01462,PL-01462,Atlas Commercial Properties,2024-01-03,2024-01-14,2024-02-26,Closed,Wind/Hurricane,Tropical storm caused debris impact damage,WI,1425711,0,1425711,330054,8388,1425711,Wind/Hurricane,True,,True
CLM-000323,POL-01514,PL-01514,Delta Warehousing Group,2021-11-30,2021-12-01,2022-05-27,Closed,Water Damage,HVAC condensation leak,PA,340791,0,340791,25000,1868,340791,Water Damage,False,,True
CLM-000324,POL-01154,PL-01154,Norfolk Agricultural Holdings,2022-05-26,2022-05-27,2023-01-09,Closed,Lightning,Lightning strike damaged electrical systems,AZ,41509,0,41509,77434,781,41509,Lightning,False,,False
CLM-000325,POL-01302,PL-01302,Sheffield Steel Processing,2025-09-28,2025-10-06,2026-02-22,Closed,Fire,Welding sparks caused small fire,FL,403269,0,403269,25000,14130,403269,Fire,False,,True
CLM-000326,POL-01113,PL-01113,Eclipse Energy Holdings,2024-05-24,2024-06-03,2024-07-05,Closed,Fire,Welding sparks caused small fire,TX,206421,0,206421,115675,3784,206421,Fire,False,,False
CLM-000327,POL-01688,PL-01688,Grosvenor Retail Holdings,2023-01-25,2023-02-05,2023-11-29,Closed,Water Damage,Pipe burst caused interior flooding,CT,272943,0,272943,66511,6464,272943,Water Damage,False,,True
CLM-000328,POL-01280,PL-01280,Xenon Technology Inc,2025-12-03,2025-12-14,,Open,Water Damage,HVAC condensation leak,CT,270716,7085,277801,107819,5432,277801,Water Damage,False,,True
CLM-000329,POL-01245,PL-01245,Mayfair Hospitality Ltd,2024-03-14,2024-03-17,,Open,Collapse,Roof section collapsed under snow load,AL,1060596,51543,1112139,146881,34992,1112139,Collapse,False,,True
CLM-000330,POL-01540,PL-01540,Junction City Warehousing,2022-01-15,2022-01-25,,Open,Water Damage,Sprinkler malfunction caused water damage,NY,117052,27741,144793,32907,3275,144793,Water Damage,False,,False
CLM-000331,POL-01233,PL-01233,Vanguard Logistics Corp,2023-03-12,2023-03-13,2023-10-18,Closed,Wind/Hurricane,Hurricane wind damage to roofing and exterior,MN,832768,0,832768,25000,32814,832768,Wind/Hurricane,True,,True
CLM-000332,POL-01111,PL-01111,Xenon Technology Inc,2022-09-14,2022-09-27,2022-12-23,Closed,Water Damage,HVAC condensation leak,CA,118060,0,118060,46634,5080,118060,Water Damage,False,,False
CLM-000333,POL-01218,PL-01218,Mayfair Hospitality Ltd,2021-07-22,2021-07-25,2022-03-07,Closed,Fire,Electrical fire in utility room,OH,535264,0,535264,120641,17853,535264,Fire,False,,True
CLM-000334,POL-01510,PL-01510,Riverside Agricultural Coop,2021-05-29,2021-06-08,2021-09-20,Closed,Fire,Cooking fire spread to adjacent area,GA,815307,0,815307,115945,30713,815307,Fire,False,,True
CLM-000335,POL-01618,PL-01618,Coastal Hospitality Group,2021-05-03,2021-05-16,2022-01-09,Closed,Water Damage,Pipe burst caused interior flooding,PA,103869,0,103869,373408,4054,103869,Water Damage,False,,False
CLM-000336,POL-01024,PL-01024,Highland Hospitality Group,2023-07-11,2023-07-21,2023-12-03,Closed,Fire,Cooking fire spread to adjacent area,MN,781965,0,781965,104441,24041,781965,Fire,False,,True
CLM-000337,POL-01502,PL-01502,Richmond Data Centres LLC,2021-11-19,2021-11-23,2022-10-21,Closed,Earthquake,Foundation damage from earthquake,IN,2008914,0,2008914,169849,77654,2008914,Earthquake,True,,True
CLM-000338,POL-01439,PL-01439,Excalibur Property Trust,2024-12-13,2024-12-26,2025-03-27,Closed,Hail,Hail cracked exterior cladding,NY,273697,0,273697,257577,5056,273697,Hail,False,,True
CLM-000339,POL-01405,PL-01405,Falcon Energy Partners,2022-12-01,2022-12-06,2023-10-01,Closed,Wind/Hurricane,High winds damaged signage and awnings,IN,1616373,0,1616373,157134,74298,1616373,Wind/Hurricane,True,,True
CLM-000340,POL-01465,PL-01465,Jasper Distribution LLC,2024-11-10,2024-11-20,2025-09-22,Closed,Water Damage,Roof leak during heavy rain,WA,160132,0,160132,53355,2698,160132,Water Damage,False,,False
CLM-000341,POL-01677,PL-01677,Pioneer Cold Storage Inc,2024-07-17,2024-07-19,2024-12-22,Closed,Water Damage,HVAC condensation leak,CO,144843,0,144843,77511,6335,144843,Water Damage,False,,False
CLM-000342,POL-01581,PL-01581,United Pharma Holdings,2022-05-06,2022-05-16,2022-09-10,Closed,Water Damage,HVAC condensation leak,LA,134568,0,134568,52910,1290,134568,Water Damage,False,,False
CLM-000343,POL-01337,PL-01337,Riverside Agricultural Coop,2023-05-19,2023-05-30,2023-09-22,Closed,Water Damage,Roof leak during heavy rain,SC,169038,0,169038,31154,6507,169038,Water Damage,False,,False
CLM-000344,POL-01297,PL-01297,Brunswick Industrial Corp,2024-02-07,2024-02-13,2024-06-20,Closed,Fire,Welding sparks caused small fire,IL,742260,0,742260,97607,19302,742260,Fire,False,,True
CLM-000345,POL-01114,PL-01114,Junction City Warehousing,2022-02-26,2022-03-08,2023-02-15,Closed,Theft/Vandalism,Vandalism to exterior and lobby,OH,198990,0,198990,76011,8827,198990,Theft/Vandalism,False,,False
CLM-000346,POL-01489,PL-01489,Essex Food Manufacturing,2024-03-09,2024-03-17,2025-01-08,Closed,Water Damage,HVAC condensation leak,CA,162070,0,162070,49929,2064,162070,Water Damage,False,,False
CLM-000347,POL-01073,PL-01073,Quantum Data Systems LLC,2023-03-17,2023-03-18,2023-05-20,Closed,Wind/Hurricane,Hurricane wind damage to roofing and exterior,CO,2324990,0,2324990,37404,108591,2324990,Wind/Hurricane,True,,True
CLM-000348,POL-01486,PL-01486,Sheffield Steel Processing,2022-07-22,2022-07-31,2023-06-07,Closed,Water Damage,Sprinkler malfunction caused water damage,AZ,371798,0,371798,49924,4939,371798,Water Damage,False,,True
CLM-000349,POL-01434,PL-01434,Oxford Science Properties,2022-10-04,2022-10-06,,Open,Hail,Severe hailstorm damaged roofing and skylights,NJ,314153,41201,355354,161316,1930,355354,Hail,False,,True
CLM-000350,POL-01747,PL-01747,Junction City Warehousing,2022-07-23,2022-07-25,2023-05-29,Closed,Equipment Breakdown,Generator failure during power outage,FL,52890,0,52890,181979,2072,52890,Equipment Breakdown,False,,False
CLM-000351,POL-01729,PL-01729,Xenon Technology Inc,2024-03-06,2024-03-07,2024-04-10,Closed,Theft/Vandalism,"Forced entry, electronics stolen",MN,58027,0,58027,53845,2834,58027,Theft/Vandalism,False,,False
CLM-000352,POL-01708,PL-01708,Junction City Warehousing,2024-06-20,2024-06-30,2025-05-08,Closed,Wind/Hurricane,Tropical storm caused debris impact damage,IN,1122757,0,1122757,44665,19847,1122757,Wind/Hurricane,True,,True
CLM-000353,POL-01237,PL-01237,Bayside Properties LLC,2022-03-27,2022-03-30,2022-11-08,Closed,Fire,Cooking fire spread to adjacent area,LA,612636,0,612636,25000,18878,612636,Fire,False,,True
CLM-000354,POL-01160,PL-01160,Silverstone Automotive Group,2022-07-07,2022-07-20,2023-04-11,Closed,Fire,Electrical fire in utility room,MI,795646,0,795646,42143,9794,795646,Fire,False,,True
CLM-000355,POL-01416,PL-01416,Bayside Properties LLC,2021-12-22,2021-12-26,2022-06-13,Closed,Wind/Hurricane,Hurricane wind damage to roofing and exterior,TN,1189294,0,1189294,186590,14198,1189294,Wind/Hurricane,True,,True
CLM-000356,POL-01306,PL-01306,Vista Energy Storage LLC,2023-07-03,2023-07-07,2023-11-28,Closed,Water Damage,Pipe burst caused interior flooding,FL,326313,0,326313,25000,6665,326313,Water Damage,False,,True
CLM-000357,POL-01448,PL-01448,Highland Hospitality Group,2024-06-13,2024-06-26,2025-01-23,Closed,Water Damage,Pipe burst caused interior flooding,NY,283707,0,283707,48513,10852,283707,Water Damage,False,,True
CLM-000358,POL-01212,PL-01212,Uptown Retail Partners,2023-12-10,2023-12-16,2024-06-21,Closed,Earthquake,Structural cracking from seismic event,VA,1576255,0,1576255,65828,40002,1576255,Earthquake,True,,True
CLM-000359,POL-01397,PL-01397,Norfolk Agricultural Holdings,2024-12-11,2024-12-13,2025-11-13,Closed,Flood,Storm surge caused basement flooding,CT,949175,0,949175,64297,37400,949175,Flood,True,,True
CLM-000360,POL-01213,PL-01213,Newport Industrial Corp,2025-01-04,2025-01-09,2025-06-01,Closed,Wind/Hurricane,Tropical storm caused debris impact damage,CA,951314,0,951314,25000,41749,951314,Wind/Hurricane,True,,True
CLM-000361,POL-01020,PL-01020,Riverside Agricultural Coop,2021-05-13,2021-05-21,2021-06-23,Closed,Theft/Vandalism,Vandalism to exterior and lobby,LA,133294,0,133294,111230,2300,133294,Theft/Vandalism,False,,False
CLM-000362,POL-01392,PL-01392,Riverside Agricultural Coop,2023-05-19,2023-05-21,2024-01-27,Closed,Fire,Overheated machinery ignited nearby materials,OR,497566,0,497566,28052,5686,497566,Fire,False,,True
CLM-000363,POL-01372,PL-01372,Zephyr Logistics Holdings,2022-03-25,2022-04-08,2023-02-17,Closed,Collapse,Roof section collapsed under snow load,MO,371042,0,371042,25000,18165,371042,Collapse,False,,True
CLM-000364,POL-01366,PL-01366,Jasper Distribution LLC,2021-11-22,2021-11-24,2022-11-02,Closed,Fire,Electrical fire in utility room,MO,294008,0,294008,39286,1165,294008,Fire,False,,True
CLM-000365,POL-01255,PL-01255,Omega Tech Campus LLC,2022-07-25,2022-08-08,2022-11-27,Closed,Water Damage,Roof leak during heavy rain,MO,127603,0,127603,157648,1988,127603,Water Damage,False,,False
CLM-000366,POL-01516,PL-01516,Stonebridge Real Estate,2024-03-18,2024-03-29,2024-07-16,Closed,Fire,Overheated machinery ignited nearby materials,MI,924373,0,924373,79311,21734,924373,Fire,False,,True
CLM-000367,POL-01431,PL-01431,Vanguard Logistics Corp,2022-02-05,2022-02-15,2022-04-15,Closed,Earthquake,Structural cracking from seismic event,PA,861486,0,861486,140161,4372,861486,Earthquake,True,,True
CLM-000368,POL-01177,PL-01177,Uptown Retail Partners,2023-01-26,2023-02-07,2023-05-27,Closed,Water Damage,Roof leak during heavy rain,WA,297670,0,297670,131987,13873,297670,Water Damage,False,,True
CLM-000369,POL-01246,PL-01246,Quantum Data Systems LLC,2022-07-12,2022-07-21,2022-08-21,Closed,Equipment Breakdown,Compressor failure in HVAC system,TN,166700,0,166700,25000,1124,166700,Equipment Breakdown,False,,False
CLM-000370,POL-01036,PL-01036,Brunswick Industrial Corp,2024-06-01,2024-06-15,2025-01-05,Closed,Water Damage,HVAC condensation leak,PA,321287,0,321287,41027,3948,321287,Water Damage,False,,True
CLM-000371,POL-01170,PL-01170,Riverside Agricultural Coop,2024-05-26,2024-06-08,2024-07-16,Closed,Theft/Vandalism,"Forced entry, electronics stolen",NC,164820,0,164820,27167,1119,164820,Theft/Vandalism,False,,False
CLM-000372,POL-01291,PL-01291,Inverness Energy Group,2023-03-20,2023-03-29,2024-01-21,Closed,Water Damage,Sprinkler malfunction caused water damage,NY,304593,0,304593,33559,7106,304593,Water Damage,False,,True
CLM-000373,POL-01633,PL-01633,Zenith Food Processing Corp,2025-01-11,2025-01-25,2025-09-05,Closed,Lightning,Lightning caused transformer failure,NJ,119101,0,119101,47380,5579,119101,Lightning,False,,False
CLM-000374,POL-01165,PL-01165,Fitzwilliam Office Trust,2022-02-28,2022-03-02,2023-01-31,Closed,Water Damage,HVAC condensation leak,AZ,199904,0,199904,25000,1154,199904,Water Damage,False,,False
CLM-000375,POL-01419,PL-01419,Norfolk Agricultural Holdings,2025-03-17,2025-03-18,,Open,Water Damage,Roof leak during heavy rain,NC,129831,18976,148807,93729,5031,148807,Water Damage,False,,False
